ID,Type,Name,Count
2528,B,Doll,4
2529,B,Free,12
2530,C,Free,66351737
2531,-,Doll,7
2532,C,Camera,13
2533,-,Camera,6
2534,B,Photo,8
2535,-,Fantacy,5
2536,A,Doll,37298
2537,C,Camera,9
2538,A,Fantacy,5
2539,-,Free,23912
2540,B,Free,14
2541,-,Fantacy,2
2542,B,Doll,23912
2543,B,Apple,1
2544,-,Apple,4
2545,B,Photo,3000000
2546,B,Fantacy,5
2547,N,Photo,10
2548,N,Photo,5
2549,A,Apple,9
2550,C,Book,15
2551,N,Sony,6
2552,C,Doll,4
2553,C,Openmpi,37298
2554,-,Openmpi,7
2555,A,Camera,4
2556,C,Openmpi,8
2557,B,Sony,66351737
2558,C,Fantacy,3
2559,A,Camera,8
2560,C,Free,13
2561,C,Sony,7
2562,N,Doll,10
2563,B,Free,8
2564,-,Apple,12
2565,N,Doll,14
2566,C,Doll,8
2567,-,Fantacy,3
2568,C,Photo,3
2569,-,Sony,5
2570,N,Fantacy,4
2571,N,Book,23912
2572,-,Apple,2
2573,C,Free,15
2574,A,Book,15
2575,A,Apple,2
2576,A,Photo,12
2577,N,Apple,6
2578,-,Apple,4
2579,N,Doll,1
2580,N,Photo,1092109
2581,C,Camera,12
2582,-,Sony,11
2583,-,Book,15
2584,C,Doll,66351737
2585,C,Python,3
2586,-,Apple,8
2587,C,Book,4
2588,N,Fantacy,12
2589,A,Sony,11
2590,A,Python,15
2591,B,Python,8
2592,C,Free,12
2593,B,Doll,13
2594,A,Photo,7
2595,-,Photo,13
2596,C,Doll,4
2597,B,Sony,7
2598,B,Python,8
2599,N,Openmpi,66351737
2600,N,Doll,7
2601,-,Sony,2
2602,-,Free,14
2603,A,Openmpi,1092109
2604,C,Openmpi,14
2605,-,Book,8
2606,-,Apple,1092109
2607,N,Book,12
2608,A,Free,2
2609,N,Apple,23912
2610,A,Python,13
2611,B,Sony,3
2612,B,Doll,14
2613,-,Camera,15
2614,N,Camera,15
2615,A,Apple,37298
2616,N,Sony,1
2617,-,Camera,66351737
2618,-,Photo,14
2619,C,Apple,66351737
2620,-,Fantacy,4
2621,B,Openmpi,7
2622,-,Camera,7
2623,-,Sony,8
2624,N,Book,9
2625,A,Python,14
2626,C,Apple,13
2627,N,Doll,10
2628,B,Camera,10
2629,C,Apple,12
2630,C,Openmpi,66351737
2631,B,Camera,5
2632,C,Photo,1
2633,N,Free,6
2634,N,Sony,6
2635,C,Photo,1
2636,C,Openmpi,1
2637,N,Python,10
2638,-,Doll,37298
2639,B,Doll,2
2640,-,Python,66351737
2641,C,Doll,7
2642,B,Doll,3000000
2643,B,Openmpi,9
2644,C,Doll,23912
2645,-,Free,23912
2646,A,Doll,13
2647,-,Openmpi,2
2648,N,Camera,6
2649,A,Book,3000000
2650,N,Free,15
2651,A,Fantacy,13
2652,A,Openmpi,13
2653,N,Book,15
2654,-,Sony,3000000
2655,N,Apple,8
2656,N,Openmpi,12
2657,A,Book,15
2658,-,Photo,11
2659,N,Python,1092109
2660,-,Python,15
2661,B,Doll,6
2662,B,Doll,9
2663,A,Book,3
2664,N,Openmpi,37298
2665,C,Apple,37298
2666,N,Doll,23912
2667,A,Sony,11
2668,-,Doll,1
2669,N,Sony,2
2670,C,Fantacy,15
2671,A,Apple,3
2672,A,Book,7
2673,B,Fantacy,9
2674,-,Openmpi,12
2675,-,Fantacy,8
2676,B,Sony,23912
2677,-,Camera,3000000
2678,C,Photo,10
2679,-,Book,5
2680,N,Doll,3
2681,N,Free,6
2682,C,Sony,66351737
2683,B,Openmpi,4
2684,B,Openmpi,14
2685,A,Photo,23912
2686,-,Doll,1
2687,B,Free,4
2688,B,Sony,37298
2689,A,Apple,6
2690,B,Book,9
2691,C,Fantacy,4
2692,N,Python,2
2693,C,Python,14
2694,C,Photo,14
2695,A,Doll,7
2696,N,Book,3
2697,B,Free,7
2698,B,Book,4
2699,A,Sony,23912
2700,N,Sony,2
2701,A,Openmpi,37298
2702,C,Doll,9
2703,B,Doll,23912
2704,-,Python,2
2705,A,Camera,13
2706,-,Book,9
2707,N,Book,13
2708,B,Free,4
2709,B,Doll,7
2710,B,Doll,1
2711,C,Python,37298
2712,A,Free,3000000
2713,A,Fantacy,66351737
2714,-,Openmpi,4
2715,C,Book,3000000
2716,A,Free,11
2717,B,Apple,1092109
2718,C,Sony,3000000
2719,-,Apple,23912
2720,N,Photo,7
2721,B,Doll,4
2722,N,Doll,8
2723,N,Doll,4
2724,A,Sony,10
2725,-,Free,3000000
2726,N,Doll,3
2727,-,Doll,13
2728,B,Fantacy,15
2729,-,Sony,13
2730,N,Sony,3
2731,-,Openmpi,10
2732,-,Apple,2
2733,A,Doll,3000000
2734,C,Apple,2
2735,B,Python,7
2736,C,Camera,13
2737,C,Photo,1
2738,-,Book,1092109
2739,N,Book,4
2740,C,Book,13
2741,-,Doll,12
2742,A,Camera,15
2743,C,Fantacy,37298
2744,N,Apple,37298
2745,N,Fantacy,1092109
2746,N,Fantacy,11
2747,N,Fantacy,13
2748,N,Book,2
2749,A,Sony,15
2750,-,Apple,1092109
2751,C,Python,13
2752,C,Photo,11
2753,A,Free,7
2754,-,Sony,2
2755,A,Camera,3
2756,A,Openmpi,10
2757,C,Book,1092109
2758,A,Book,1
2759,-,Openmpi,13
2760,C,Free,15
2761,-,Openmpi,10
2762,N,Python,8
2763,-,Fantacy,2
2764,B,Free,11
2765,C,Camera,8
2766,A,Photo,11
2767,C,Openmpi,11
2768,N,Python,66351737
2769,C,Camera,2
2770,C,Photo,2
2771,A,Book,66351737
2772,-,Photo,37298
2773,A,Camera,1
2774,B,Photo,3000000
2775,A,Python,14
2776,C,Openmpi,37298
2777,-,Sony,4
2778,A,Free,4
2779,C,Doll,8
2780,A,Doll,3000000
2781,A,Fantacy,3
2782,C,Sony,15
2783,A,Doll,1
2784,A,Apple,8
2785,A,Book,14
2786,A,Sony,12
2787,C,Sony,15
2788,-,Python,3000000
2789,N,Openmpi,37298
2790,-,Photo,23912
2791,-,Python,11
2792,N,Fantacy,1092109
2793,-,Python,3
2794,-,Sony,3000000
2795,N,Book,37298
2796,B,Sony,13
2797,-,Camera,10
2798,N,Fantacy,7
2799,-,Doll,4
2800,N,Free,1092109
2801,B,Doll,2
2802,B,Python,2
2803,B,Fantacy,66351737
2804,B,Photo,5
2805,-,Book,11
2806,-,Apple,11
2807,N,Doll,15
2808,A,Python,2
2809,N,Sony,11
2810,N,Python,1092109
2811,N,Apple,66351737
2812,B,Doll,9
2813,-,Fantacy,15
2814,B,Python,4
2815,-,Apple,8
2816,C,Book,13
2817,A,Photo,3
2818,C,Apple,15
2819,C,Fantacy,4
2820,-,Free,4
2821,A,Photo,14
2822,-,Camera,1
2823,N,Free,9
2824,B,Photo,23912
2825,N,Openmpi,1092109
2826,-,Camera,2
2827,N,Book,13
2828,A,Fantacy,11
2829,C,Book,37298
2830,A,Sony,1092109
2831,N,Openmpi,3
2832,-,Apple,10
2833,N,Python,13
2834,N,Book,11
2835,C,Doll,4
2836,A,Photo,8
2837,C,Python,3000000
2838,N,Openmpi,8
2839,A,Fantacy,15
2840,-,Doll,14
2841,N,Doll,10
2842,N,Camera,37298
2843,N,Openmpi,6
2844,C,Apple,3
2845,B,Book,2
2846,-,Free,14
2847,A,Book,14
2848,N,Python,12
2849,N,Apple,4
2850,A,Openmpi,14
2851,-,Photo,8
2852,A,Camera,1092109
2853,C,Book,5
2854,A,Free,9
2855,N,Book,2
2856,C,Python,8
2857,B,Camera,3
2858,C,Photo,37298
2859,A,Doll,66351737
2860,N,Photo,6
2861,B,Fantacy,9
2862,B,Free,37298
2863,C,Python,10
2864,B,Fantacy,1
2865,N,Sony,2
2866,B,Doll,37298
2867,N,Camera,9
2868,C,Python,66351737
2869,A,Sony,10
2870,C,Apple,12
2871,A,Sony,37298
2872,-,Fantacy,12
2873,N,Photo,11
2874,B,Openmpi,2
2875,B,Doll,3000000
2876,B,Sony,13
2877,C,Book,3
2878,A,Sony,3
2879,C,Free,13
2880,A,Photo,3000000
2881,A,Free,13
2882,B,Doll,5
2883,C,Book,3000000
2884,N,Openmpi,5
2885,-,Openmpi,3000000
2886,A,Python,6
2887,A,Apple,3000000
2888,C,Sony,3
2889,A,Photo,2
2890,B,Doll,3000000
2891,N,Apple,1092109
2892,B,Camera,6
2893,C,Python,1092109
2894,-,Sony,10
2895,N,Free,66351737
2896,-,Openmpi,66351737
2897,N,Book,13
2898,B,Doll,4
2899,B,Free,8
2900,B,Doll,66351737
2901,A,Camera,8
2902,B,Fantacy,23912
2903,A,Book,37298
2904,B,Book,13
2905,N,Photo,3
2906,-,Doll,8
2907,A,Apple,13
2908,C,Apple,9
2909,N,Doll,3000000
2910,C,Photo,8
2911,-,Python,23912
2912,-,Openmpi,3000000
2913,A,Book,13
2914,C,Sony,11
2915,-,Doll,1
2916,C,Doll,3000000
2917,-,Python,13
2918,N,Camera,5
2919,A,Free,4
2920,N,Doll,12
2921,A,Photo,15
2922,N,Apple,37298
2923,A,Sony,1092109
2924,-,Apple,10
2925,C,Book,23912
2926,C,Book,2
2927,-,Doll,66351737
2928,N,Python,37298
2929,B,Apple,10
2930,-,Photo,23912
2931,A,Book,2
2932,N,Book,1092109
2933,B,Doll,12
2934,A,Photo,9
2935,N,Camera,66351737
2936,A,Camera,12
2937,-,Apple,10
2938,B,Photo,2
2939,-,Python,11
2940,C,Apple,15
2941,C,Free,10
2942,A,Openmpi,13
2943,B,Doll,3000000
2944,B,Apple,9
2945,B,Python,23912
2946,-,Book,23912
2947,-,Camera,8
2948,A,Python,37298
2949,-,Apple,3000000
2950,N,Fantacy,7
2951,N,Free,8
2952,B,Free,14
2953,B,Camera,3
2954,N,Free,11
2955,N,Free,2
2956,N,Free,6
2957,-,Sony,5
2958,N,Fantacy,37298
2959,N,Book,7
2960,C,Apple,14
2961,C,Doll,3000000
2962,B,Fantacy,6
2963,A,Fantacy,3
2964,B,Sony,3000000
2965,A,Python,7
2966,A,Sony,2
2967,N,Book,5
2968,N,Apple,37298
2969,-,Camera,37298
2970,B,Free,15
2971,-,Apple,13
2972,N,Python,2
2973,C,Openmpi,7
2974,C,Fantacy,6
2975,A,Camera,12
2976,B,Fantacy,7
2977,N,Python,10
2978,B,Sony,23912
2979,-,Apple,7
2980,-,Apple,10
2981,B,Free,23912
2982,A,Openmpi,10
2983,A,Camera,10
2984,N,Sony,14
2985,-,Doll,8
2986,A,Python,66351737
2987,-,Free,11
2988,N,Apple,8
2989,-,Photo,13
2990,B,Apple,23912
2991,B,Free,37298
2992,N,Fantacy,8
2993,A,Book,5
2994,-,Free,1
2995,N,Doll,1092109
2996,A,Apple,9
2997,B,Doll,8
2998,C,Photo,10
2999,C,Sony,9
3000,B,Photo,3
3001,A,Camera,15
3002,C,Photo,1092109
3003,-,Python,15
3004,B,Apple,2
3005,C,Openmpi,3000000
3006,A,Doll,2
3007,C,Openmpi,13
3008,C,Camera,3
3009,-,Free,13
3010,B,Camera,15
3011,B,Free,12
3012,B,Fantacy,2
3013,C,Photo,12
3014,N,Camera,4
3015,C,Openmpi,9
3016,C,Openmpi,6
3017,A,Photo,23912
3018,A,Python,66351737
3019,-,Python,23912
3020,A,Book,3
3021,B,Photo,4
3022,N,Camera,4
3023,C,Python,14
3024,A,Doll,13
3025,N,Fantacy,4
3026,A,Apple,10
3027,C,Openmpi,11
3028,-,Photo,9
3029,B,Openmpi,11
3030,C,Openmpi,11
3031,A,Free,8
3032,B,Sony,15
3033,C,Book,8
3034,N,Book,13
3035,B,Book,6
3036,C,Apple,10
3037,C,Doll,1092109
3038,B,Doll,15
3039,C,Apple,7
3040,-,Apple,9
3041,C,Doll,23912
3042,C,Free,1092109
3043,A,Photo,3000000
3044,A,Apple,3
3045,C,Apple,14
3046,N,Fantacy,11
3047,C,Sony,10
3048,N,Apple,3
3049,C,Fantacy,37298
3050,B,Book,12
3051,A,Fantacy,7
3052,A,Python,15
3053,C,Photo,7
3054,B,Sony,10
3055,B,Fantacy,13
3056,N,Sony,3
3057,-,Sony,12
3058,B,Apple,15
3059,N,Openmpi,7
3060,C,Photo,9
3061,C,Photo,23912
3062,B,Python,6
3063,-,Free,9
3064,C,Book,15
3065,A,Sony,5
3066,C,Fantacy,23912
3067,C,Photo,10
3068,N,Python,1
3069,N,Book,15
3070,A,Doll,11
3071,C,Photo,5
3072,N,Apple,1
3073,B,Photo,4
3074,A,Camera,12
3075,C,Book,6
3076,-,Camera,23912
3077,N,Openmpi,9
3078,-,Photo,37298
3079,A,Doll,13
3080,C,Photo,1
3081,-,Openmpi,2
3082,N,Fantacy,4
3083,N,Photo,8
3084,B,Sony,9
3085,A,Fantacy,3
3086,A,Sony,13
3087,A,Fantacy,4
3088,A,Fantacy,8
3089,N,Doll,1
3090,B,Photo,14
3091,C,Openmpi,10
3092,C,Book,14
3093,B,Openmpi,66351737
3094,N,Sony,23912
3095,-,Photo,14
3096,C,Book,12
3097,A,Camera,8
3098,C,Free,66351737
3099,-,Camera,15
3100,-,Photo,7
3101,A,Book,11
3102,N,Fantacy,9
3103,-,Python,11
3104,C,Free,13
3105,A,Camera,66351737
3106,-,Camera,11
3107,A,Photo,5
3108,B,Free,12
3109,-,Fantacy,9
3110,-,Free,12
3111,N,Free,3
3112,N,Openmpi,3
3113,B,Free,3
3114,C,Fantacy,12
3115,-,Photo,5
3116,A,Book,10
3117,-,Apple,2
3118,A,Openmpi,4
3119,C,Free,8
3120,B,Camera,3000000
3121,C,Camera,14
3122,C,Fantacy,11
3123,A,Sony,8
3124,A,Sony,9
3125,B,Openmpi,12
3126,-,Apple,12
3127,A,Doll,12
3128,-,Camera,3
3129,-,Python,1092109
3130,-,Free,14
3131,-,Photo,5
3132,N,Camera,10
3133,B,Python,66351737
3134,-,Sony,15
3135,A,Book,4
3136,A,Book,1092109
3137,C,Doll,8
3138,A,Fantacy,37298
3139,-,Openmpi,12
3140,C,Fantacy,1
3141,-,Python,11
3142,A,Fantacy,6
3143,A,Free,1092109
3144,A,Book,15
3145,C,Free,12
3146,-,Camera,2
3147,C,Book,2
3148,N,Camera,3000000
3149,-,Python,11
3150,-,Fantacy,23912
3151,C,Camera,9
3152,-,Openmpi,1
3153,B,Fantacy,9
3154,B,Doll,15
3155,N,Fantacy,3
3156,-,Book,12
3157,C,Openmpi,4
3158,A,Doll,7
3159,B,Fantacy,11
3160,C,Sony,37298
3161,-,Fantacy,15
3162,A,Apple,15
3163,-,Python,5
3164,C,Python,9
3165,C,Free,1092109
3166,C,Photo,3000000
3167,C,Fantacy,5
3168,C,Photo,10
3169,C,Doll,12
3170,B,Sony,13
3171,-,Camera,3
3172,B,Camera,37298
3173,N,Camera,15
3174,N,Sony,11
3175,B,Doll,5
3176,C,Python,12
3177,A,Python,1
3178,C,Apple,1
3179,B,Openmpi,14
3180,-,Book,66351737
3181,C,Python,8
3182,A,Free,37298
3183,C,Doll,1092109
3184,N,Doll,37298
3185,B,Doll,3000000
3186,N,Free,3000000
3187,B,Apple,13
3188,A,Python,15
3189,A,Book,15
3190,-,Apple,37298
3191,-,Doll,12
3192,A,Openmpi,37298
3193,C,Fantacy,10
3194,B,Photo,13
3195,-,Openmpi,11
3196,-,Fantacy,2
3197,-,Openmpi,3000000
3198,N,Apple,3000000
3199,N,Python,23912
3200,N,Python,9
3201,N,Sony,15
3202,C,Apple,5
3203,C,Apple,11
3204,N,Openmpi,3
3205,N,Camera,3000000
3206,N,Free,23912
3207,N,Photo,14
3208,B,Free,9
3209,C,Book,8
3210,N,Doll,23912
3211,N,Openmpi,9
3212,-,Openmpi,8
3213,C,Free,7
3214,A,Sony,12
3215,C,Fantacy,15
3216,-,Apple,10
3217,C,Apple,11
3218,-,Fantacy,2
3219,C,Openmpi,13
3220,N,Sony,1
3221,N,Doll,5
3222,B,Sony,7
3223,-,Python,66351737
3224,-,Apple,1092109
3225,C,Openmpi,12
3226,B,Photo,5
3227,N,Openmpi,9
3228,A,Fantacy,66351737
3229,B,Python,66351737
3230,A,Book,6
3231,A,Photo,9
3232,C,Apple,5
3233,C,Fantacy,7
3234,-,Photo,1092109
3235,N,Apple,1
3236,N,Book,7
3237,N,Apple,9
3238,C,Photo,14
3239,C,Photo,5
3240,A,Free,7
3241,C,Sony,23912
3242,A,Book,3
3243,-,Openmpi,13
3244,A,Doll,13
3245,B,Fantacy,11
3246,B,Camera,14
3247,A,Book,3
3248,A,Book,11
3249,A,Doll,1092109
3250,C,Openmpi,2
3251,B,Photo,1092109
3252,C,Apple,37298
3253,B,Openmpi,6
3254,-,Fantacy,11
3255,N,Doll,10
3256,-,Photo,11
3257,A,Sony,3000000
3258,C,Fantacy,3000000
3259,N,Sony,37298
3260,C,Free,14
3261,A,Camera,10
3262,-,Camera,6
3263,A,Openmpi,11
3264,A,Apple,10
3265,C,Fantacy,8
3266,N,Python,5
3267,C,Photo,7
3268,C,Doll,23912
3269,N,Book,66351737
3270,-,Sony,37298
3271,B,Photo,66351737
3272,N,Photo,11
3273,A,Openmpi,1
3274,A,Camera,15
3275,-,Openmpi,23912
3276,C,Book,1
3277,B,Doll,1092109
3278,A,Doll,11
3279,A,Photo,3
3280,A,Book,8
3281,C,Camera,1092109
3282,N,Doll,11
3283,-,Free,14
3284,B,Openmpi,8
3285,C,Free,8
3286,A,Free,4
3287,A,Photo,37298
3288,B,Book,10
3289,A,Sony,3
3290,C,Python,3000000
3291,A,Fantacy,5
3292,-,Fantacy,14
3293,A,Apple,15
3294,A,Python,9
3295,A,Photo,7
3296,A,Fantacy,15
3297,-,Openmpi,23912
3298,B,Python,1
3299,N,Sony,10
3300,A,Sony,10
3301,B,Doll,7
3302,C,Openmpi,8
3303,A,Free,7
3304,N,Photo,7
3305,-,Sony,1092109
3306,C,Apple,2
3307,B,Book,66351737
3308,N,Python,9
3309,C,Camera,9
3310,B,Sony,1
3311,C,Doll,14
3312,N,Fantacy,15
3313,C,Python,3000000
3314,N,Photo,10
3315,B,Python,6
3316,C,Photo,14
3317,N,Doll,4
3318,C,Python,13
3319,A,Openmpi,6
3320,C,Fantacy,9
3321,N,Photo,66351737
3322,C,Sony,13
3323,A,Python,7
3324,C,Python,13
3325,A,Doll,15
3326,A,Sony,66351737
3327,B,Sony,10
3328,B,Apple,15
3329,C,Sony,4
3330,-,Fantacy,37298
3331,N,Free,9
3332,-,Doll,66351737
3333,A,Photo,14
3334,-,Doll,1
3335,N,Fantacy,11
3336,C,Openmpi,37298
3337,B,Doll,6
3338,N,Free,5
3339,N,Free,23912
3340,N,Apple,1
3341,B,Openmpi,23912
3342,B,Fantacy,4
3343,-,Sony,1
3344,N,Apple,7
3345,A,Photo,9
3346,N,Free,10
3347,C,Book,4
3348,B,Apple,1092109
3349,C,Doll,14
3350,C,Apple,3
3351,A,Fantacy,5
3352,A,Sony,12
3353,B,Openmpi,10
3354,C,Python,11
3355,A,Openmpi,15
3356,N,Apple,12
3357,N,Free,3
3358,N,Sony,14
3359,A,Apple,37298
3360,-,Sony,1
3361,A,Sony,7
3362,A,Apple,1
3363,N,Openmpi,4
3364,N,Free,14
3365,-,Photo,2
3366,C,Camera,11
3367,N,Fantacy,6
3368,B,Doll,3000000
3369,C,Free,13
3370,A,Python,12
3371,B,Photo,1
3372,B,Fantacy,12
3373,N,Python,8
3374,A,Sony,15
3375,A,Sony,13
3376,C,Fantacy,1092109
3377,N,Doll,2
3378,A,Camera,14
3379,-,Free,1092109
3380,A,Apple,23912
3381,B,Apple,3
3382,-,Sony,2
3383,N,Apple,23912
3384,-,Apple,4
3385,-,Fantacy,15
3386,N,Photo,2
3387,A,Openmpi,12
3388,-,Photo,14
3389,C,Sony,4
3390,C,Camera,7
3391,C,Apple,7
3392,-,Sony,14
3393,B,Sony,11
3394,B,Free,1
3395,B,Sony,2
3396,-,Camera,11
3397,A,Fantacy,5
3398,C,Doll,13
3399,N,Fantacy,66351737
3400,B,Sony,4
3401,C,Free,4
3402,C,Python,15
3403,N,Apple,66351737
3404,B,Sony,8
3405,A,Doll,11
3406,A,Apple,2
3407,-,Doll,37298
3408,B,Fantacy,10
3409,-,Python,66351737
3410,N,Fantacy,2
3411,-,Photo,3000000
3412,-,Doll,4
3413,-,Sony,3000000
3414,C,Photo,9
3415,N,Free,14
3416,-,Free,8
3417,B,Book,2
3418,-,Photo,3
3419,B,Doll,66351737
3420,N,Doll,4
3421,B,Openmpi,10
3422,N,Camera,1092109
3423,B,Fantacy,37298
3424,C,Sony,4
3425,C,Fantacy,9
3426,N,Doll,10
3427,-,Camera,12
3428,C,Photo,10
3429,A,Book,3
3430,A,Python,8
3431,C,Openmpi,7
3432,A,Apple,10
3433,-,Doll,15
3434,C,Openmpi,4
3435,A,Book,6
3436,A,Python,7
3437,A,Camera,15
3438,C,Free,15
3439,B,Book,12
3440,N,Python,3000000
3441,A,Photo,3
3442,A,Photo,3
3443,C,Fantacy,3
3444,A,Fantacy,6
3445,A,Sony,4
3446,A,Photo,3
3447,N,Sony,12
3448,B,Book,6
3449,C,Fantacy,37298
3450,B,Photo,5
3451,-,Sony,10
3452,-,Openmpi,4
3453,A,Fantacy,11
3454,B,Photo,3
3455,N,Fantacy,12
3456,N,Openmpi,9
3457,A,Doll,11
3458,-,Openmpi,1092109
3459,C,Book,5
3460,C,Book,12
3461,C,Photo,37298
3462,N,Camera,14
3463,-,Openmpi,14
3464,A,Apple,3
3465,C,Apple,14
3466,N,Free,1092109
3467,A,Doll,6
3468,C,Python,10
3469,A,Free,15
3470,B,Openmpi,66351737
3471,B,Doll,10
3472,B,Openmpi,11
3473,N,Book,3000000
3474,N,Openmpi,3000000
3475,C,Fantacy,1092109
3476,-,Sony,7
3477,B,Python,3000000
3478,N,Openmpi,2
3479,C,Camera,5
3480,N,Openmpi,66351737
3481,-,Python,6
3482,A,Book,3
3483,N,Book,4
3484,N,Openmpi,66351737
3485,N,Camera,13
3486,N,Doll,9
3487,C,Fantacy,5
3488,B,Python,3000000
3489,A,Doll,37298
3490,B,Sony,23912
3491,-,Openmpi,13
3492,-,Sony,7
3493,A,Book,5
3494,N,Openmpi,1
3495,C,Book,3000000
3496,A,Python,15
3497,C,Photo,11
3498,B,Python,15
3499,B,Apple,1092109
3500,N,Camera,15
3501,N,Free,37298
3502,N,Fantacy,5
3503,A,Sony,11
3504,-,Photo,8
3505,C,Openmpi,66351737
3506,N,Camera,66351737
3507,B,Book,12
3508,N,Openmpi,5
3509,C,Doll,5
3510,C,Sony,13
3511,A,Doll,1092109
3512,N,Photo,37298
3513,N,Python,1092109
3514,C,Python,13
3515,-,Free,5
3516,C,Book,13
3517,-,Camera,8
3518,A,Photo,9
3519,C,Photo,23912
3520,B,Camera,13
3521,-,Apple,37298
3522,-,Photo,37298
3523,B,Doll,6
3524,B,Apple,3
3525,A,Book,5
3526,N,Openmpi,10
3527,-,Photo,2
3528,N,Openmpi,37298
3529,C,Doll,14
3530,B,Sony,4
3531,N,Openmpi,2
3532,A,Sony,1
3533,B,Book,6
3534,C,Sony,9
3535,N,Apple,6
3536,N,Sony,9
3537,A,Photo,5
3538,-,Book,7
3539,A,Camera,5
3540,N,Fantacy,1
3541,N,Camera,23912
3542,A,Fantacy,9
3543,-,Python,37298
3544,N,Openmpi,10
3545,-,Apple,15
3546,-,Free,11
3547,C,Python,15
3548,C,Python,7
3549,-,Sony,23912
3550,N,Openmpi,1
3551,N,Camera,11
3552,C,Fantacy,11
3553,C,Sony,23912
3554,-,Apple,12
3555,-,Apple,1
3556,C,Doll,10
3557,B,Python,8
3558,C,Photo,3
3559,-,Fantacy,5
3560,N,Doll,8
3561,N,Sony,13
3562,B,Openmpi,1092109
3563,B,Photo,15
3564,-,Photo,3
3565,C,Doll,1092109
3566,-,Apple,5
3567,-,Doll,23912
3568,B,Book,14
3569,A,Openmpi,8
3570,C,Camera,11
3571,B,Book,11
3572,C,Photo,11
3573,-,Fantacy,7
3574,N,Doll,5
3575,N,Doll,15
3576,A,Fantacy,1092109
3577,B,Doll,6
3578,N,Sony,5
3579,-,Sony,1
3580,-,Python,13
3581,A,Openmpi,37298
3582,N,Camera,3
3583,-,Fantacy,9
3584,B,Apple,5
3585,N,Python,9
3586,B,Apple,7
3587,A,Apple,66351737
3588,N,Photo,12
3589,A,Python,2
3590,N,Camera,3
3591,A,Openmpi,13
3592,A,Doll,11
3593,-,Openmpi,2
3594,B,Python,15
3595,C,Fantacy,66351737
3596,N,Free,15
3597,-,Photo,1
3598,N,Doll,3000000
3599,N,Doll,1092109
3600,-,Photo,23912
3601,B,Fantacy,4
3602,B,Photo,15
3603,B,Book,3000000
3604,N,Python,3
3605,C,Python,12
3606,A,Photo,1092109
3607,B,Photo,2
3608,N,Python,2
3609,B,Photo,11
3610,A,Python,23912
3611,C,Photo,6
3612,-,Python,6
3613,N,Sony,9
3614,B,Photo,7
3615,-,Doll,7
3616,B,Apple,5
3617,C,Sony,13
3618,A,Apple,66351737
3619,N,Fantacy,7
3620,N,Openmpi,13
3621,B,Sony,7
3622,B,Doll,6
3623,C,Python,14
3624,N,Openmpi,14
3625,B,Fantacy,66351737
3626,C,Openmpi,15
3627,A,Free,23912
3628,-,Photo,37298
3629,-,Camera,11
3630,C,Python,4
3631,C,Apple,15
3632,-,Sony,9
3633,N,Book,9
3634,C,Apple,4
3635,A,Python,13
3636,N,Photo,5
3637,B,Python,1
3638,N,Fantacy,23912
3639,B,Fantacy,9
3640,N,Openmpi,3000000
3641,-,Photo,37298
3642,A,Camera,12
3643,A,Sony,1
3644,-,Fantacy,66351737
3645,A,Sony,4
3646,A,Book,12
3647,B,Book,2
3648,C,Openmpi,10
3649,N,Sony,6
3650,-,Openmpi,15
3651,B,Apple,3
3652,N,Free,3
3653,C,Free,66351737
3654,C,Free,23912
3655,-,Free,11
3656,C,Camera,8
3657,B,Photo,7
3658,N,Apple,11
3659,A,Sony,66351737
3660,C,Camera,8
3661,B,Book,8
3662,B,Sony,1
3663,C,Photo,66351737
3664,N,Fantacy,1092109
3665,-,Apple,9
3666,N,Camera,66351737
3667,N,Camera,13
3668,N,Book,15
3669,A,Camera,3000000
3670,A,Book,66351737
3671,B,Camera,12
3672,B,Python,3
3673,A,Book,3000000
3674,A,Openmpi,4
3675,B,Apple,3000000
3676,C,Doll,8
3677,A,Openmpi,10
3678,A,Openmpi,2
3679,A,Free,4
3680,C,Python,1092109
3681,B,Book,11
3682,-,Sony,13
3683,N,Camera,14
3684,B,Photo,15
3685,C,Apple,14
3686,N,Openmpi,3
3687,C,Python,37298
3688,N,Free,3
3689,A,Free,8
3690,B,Doll,8
3691,B,Free,3
3692,C,Free,8
3693,C,Sony,66351737
3694,N,Camera,12
3695,C,Camera,13
3696,A,Photo,1092109
3697,-,Camera,23912
3698,C,Openmpi,3
3699,B,Camera,37298
3700,B,Openmpi,9
3701,C,Fantacy,4
3702,A,Free,12
3703,N,Fantacy,1
3704,-,Apple,66351737
3705,-,Fantacy,7
3706,N,Sony,12
3707,A,Sony,15
3708,N,Apple,6
3709,N,Fantacy,13
3710,N,Photo,15
3711,N,Openmpi,5
3712,C,Openmpi,13
3713,B,Openmpi,9
3714,-,Sony,15
3715,B,Sony,2
3716,B,Camera,7
3717,B,Photo,7
3718,A,Free,23912
3719,N,Python,1092109
3720,C,Fantacy,13
3721,N,Fantacy,66351737
3722,C,Book,3000000
3723,N,Python,10
3724,A,Openmpi,15
3725,N,Doll,5
3726,N,Camera,23912
3727,C,Python,3000000
3728,B,Apple,66351737
3729,B,Sony,3
3730,B,Camera,15
3731,A,Sony,8
3732,N,Sony,15
3733,N,Free,3000000
3734,N,Free,15
3735,N,Camera,10
3736,N,Photo,7
3737,N,Photo,15
3738,C,Apple,10
3739,C,Openmpi,4
3740,C,Camera,3
3741,A,Book,1092109
